"Gene"
"ENSG00000268678.1|CTC-444N24.13"
"ENSG00000180113.15|TDRD6"
"ENSG00000271601.3|LIX1L"
"ENSG00000188636.3|LDOC1L"
"ENSG00000064313.11|TAF2"
"ENSG00000070159.13|PTPN3"
"ENSG00000088882.7|CPXM1"
"ENSG00000111424.10|VDR"
"ENSG00000164989.15|CCDC171"
"ENSG00000176597.11|B3GNT5"
"ENSG00000120805.13|ARL1"
"ENSG00000067191.15|CACNB1"
"ENSG00000184785.5|SMIM10"
"ENSG00000198937.8|CCDC167"
"ENSG00000181513.14|ACBD4"
"ENSG00000169131.10|ZNF354A"
"ENSG00000050767.15|COL23A1"
"ENSG00000223403.3|MEG9"
"ENSG00000147316.12|MCPH1"
"ENSG00000181090.18|EHMT1"
"ENSG00000163875.15|MEAF6"
"ENSG00000113205.5|PCDHB3"
"ENSG00000125630.15|POLR1B"
"ENSG00000142556.18|ZNF614"
"ENSG00000100285.9|NEFH"
"ENSG00000110066.14|KMT5B"
"ENSG00000163104.17|SMARCAD1"
"ENSG00000174791.10|RIN1"
"ENSG00000227437.1|RP11-179H18.5"
"ENSG00000113580.14|NR3C1"
"ENSG00000179431.6|FJX1"
"ENSG00000106565.17|TMEM176B"
"ENSG00000185681.12|MORN5"
"ENSG00000231764.8|DLX6-AS1"
"ENSG00000021826.14|CPS1"
"ENSG00000149403.11|GRIK4"
"ENSG00000114812.12|VIPR1"
"ENSG00000105695.14|MAG"
"ENSG00000182141.10|ZNF708"
"ENSG00000182902.13|SLC25A18"
"ENSG00000215305.9|VPS16"
"ENSG00000189410.11|SH2D5"
"ENSG00000228624.7|RP3-399L15.3"
"ENSG00000100346.17|CACNA1I"
"ENSG00000138678.10|GPAT3"
"ENSG00000104081.13|BMF"
"ENSG00000168916.15|ZNF608"
"ENSG00000246273.6|SBF2-AS1"
"ENSG00000279369.1|RP11-51F16.1"
"ENSG00000065054.13|SLC9A3R2"
"ENSG00000197265.8|GTF2E2"
"ENSG00000167723.14|TRPV3"
"ENSG00000100532.11|CGRRF1"
"ENSG00000055163.19|CYFIP2"
"ENSG00000198585.11|NUDT16"
"ENSG00000168297.15|PXK"
"ENSG00000197106.6|SLC6A17"
"ENSG00000144354.13|CDCA7"
"ENSG00000164620.8|RELL2"
"ENSG00000158220.13|ESYT3"
"ENSG00000143171.12|RXRG"
"ENSG00000122223.12|CD244"
"ENSG00000145824.12|CXCL14"
"ENSG00000253352.8|TUG1"
"ENSG00000135828.11|RNASEL"
"ENSG00000255129.5|RP11-839D17.3"
"ENSG00000072274.12|TFRC"
"ENSG00000148943.11|LIN7C"
"ENSG00000282787.1|RP11-151A10.3"
"ENSG00000196505.10|GDAP2"
"ENSG00000164045.11|CDC25A"
"ENSG00000261227.2|AC140912.1"
"ENSG00000103855.17|CD276"
"ENSG00000054690.13|PLEKHH1"
"ENSG00000103811.15|CTSH"
"ENSG00000115616.2|SLC9A2"
"ENSG00000087266.15|SH3BP2"
"ENSG00000152953.12|STK32B"
"ENSG00000163703.17|CRELD1"
"ENSG00000253485.2|PCDHGA5"
"ENSG00000153208.16|MERTK"
"ENSG00000108799.12|EZH1"
"ENSG00000120875.8|DUSP4"
"ENSG00000186648.14|CARMIL3"
"ENSG00000178031.16|ADAMTSL1"
"ENSG00000022355.16|GABRA1"
"ENSG00000001561.6|ENPP4"
"ENSG00000165119.19|HNRNPK"
"ENSG00000173457.10|PPP1R14B"
"ENSG00000079387.13|SENP1"
"ENSG00000117151.12|CTBS"
"ENSG00000121892.14|PDS5A"
"ENSG00000127824.13|TUBA4A"
"ENSG00000071564.14|TCF3"
"ENSG00000279827.1|RP11-886P16.10"
"ENSG00000163577.7|EIF5A2"
"ENSG00000203797.9|DDO"
"ENSG00000172031.6|EPHX4"
"ENSG00000271780.1|RP11-1017G21.5"
"ENSG00000121898.12|CPXM2"
"ENSG00000155957.17|TMBIM4"
"ENSG00000197965.11|MPZL1"
"ENSG00000150753.11|CCT5"
"ENSG00000197746.13|PSAP"
"ENSG00000234741.7|GAS5"
"ENSG00000265794.5|RP11-227G15.3"
"ENSG00000150722.10|PPP1R1C"
"ENSG00000198431.15|TXNRD1"
"ENSG00000164270.17|HTR4"
"ENSG00000174808.11|BTC"
"ENSG00000127399.14|LRRC61"
"ENSG00000094914.12|AAAS"
"ENSG00000185090.14|MANEAL"
"ENSG00000111801.15|BTN3A3"
"ENSG00000054611.13|TBC1D22A"
"ENSG00000119121.21|TRPM6"
"ENSG00000140105.17|WARS"
"ENSG00000128536.15|CDHR3"
"ENSG00000104738.16|MCM4"
"ENSG00000100490.9|CDKL1"
"ENSG00000118922.17|KLF12"
"ENSG00000113578.17|FGF1"
"ENSG00000103227.18|LMF1"
"ENSG00000178401.14|DNAJC22"
"ENSG00000171714.10|ANO5"
"ENSG00000104299.14|INTS9"
"ENSG00000185252.18|ZNF74"
"ENSG00000166963.12|MAP1A"
"ENSG00000164070.11|HSPA4L"
"ENSG00000254986.7|DPP3"
"ENSG00000225110.2|LL0XNC01-16G2.1"
"ENSG00000165704.14|HPRT1"
"ENSG00000261777.5|RP11-529K1.2"
"ENSG00000272886.5|DCP1A"
"ENSG00000143473.11|KCNH1"
"ENSG00000105357.15|MYH14"
"ENSG00000177551.5|NHLH2"
"ENSG00000119703.13|ZC2HC1C"
"ENSG00000182899.14|RPL35A"
"ENSG00000174611.11|KY"
"ENSG00000174282.11|ZBTB4"
"ENSG00000101421.3|CHMP4B"
"ENSG00000133193.12|FAM104A"
"ENSG00000183090.5|FREM3"
"ENSG00000161013.16|MGAT4B"
"ENSG00000143363.15|PRUNE1"
"ENSG00000164951.15|PDP1"
"ENSG00000135387.20|CAPRIN1"
"ENSG00000134569.9|LRP4"
"ENSG00000127423.10|AUNIP"
"ENSG00000173786.16|CNP"
"ENSG00000183486.12|MX2"
"ENSG00000018699.11|TTC27"
"ENSG00000136997.15|MYC"
"ENSG00000165621.8|OXGR1"
"ENSG00000166105.15|GLB1L3"
"ENSG00000166439.5|RNF169"
"ENSG00000074054.17|CLASP1"
"ENSG00000021776.10|AQR"
"ENSG00000184677.16|ZBTB40"
"ENSG00000196460.12|RFX8"
"ENSG00000144283.21|PKP4"
"ENSG00000085871.8|MGST2"
"ENSG00000243943.9|ZNF512"
"ENSG00000145476.15|CYP4V2"
"ENSG00000184675.9|AMER1"
"ENSG00000168781.21|PPIP5K1"
"ENSG00000234224.2|TMEM229A"
"ENSG00000267575.6|CTC-459F4.3"
"ENSG00000122679.8|RAMP3"
"ENSG00000167323.10|STIM1"
"ENSG00000138435.15|CHRNA1"
"ENSG00000107130.9|NCS1"
"ENSG00000148604.13|RGR"
"ENSG00000231769.2|RP1-8B1.4"
"ENSG00000111863.12|ADTRP"
"ENSG00000198794.11|SCAMP5"
"ENSG00000115756.12|HPCAL1"
"ENSG00000157152.16|SYN2"
"ENSG00000135624.15|CCT7"
"ENSG00000114841.17|DNAH1"
"ENSG00000143379.12|SETDB1"
"ENSG00000169946.13|ZFPM2"
"ENSG00000138400.12|MDH1B"
"ENSG00000162804.13|SNED1"
"ENSG00000063322.13|MED29"
"ENSG00000081479.12|LRP2"
"ENSG00000129675.15|ARHGEF6"
"ENSG00000090534.17|THPO"
"ENSG00000152240.12|HAUS1"
"ENSG00000114115.9|RBP1"
"ENSG00000038427.15|VCAN"
"ENSG00000237476.1|XXbac-B135H6.15"
"ENSG00000121764.11|HCRTR1"
"ENSG00000241973.10|PI4KA"
"ENSG00000125945.14|ZNF436"
"ENSG00000152137.6|HSPB8"
"ENSG00000113272.13|THG1L"
"ENSG00000164751.14|PEX2"
"ENSG00000152583.12|SPARCL1"
"ENSG00000163159.11|VPS72"
"ENSG00000124383.8|MPHOSPH10"
"ENSG00000196233.12|LCOR"
"ENSG00000180044.4|C3orf80"
"ENSG00000135924.15|DNAJB2"
"ENSG00000155966.13|AFF2"
"ENSG00000011638.10|TMEM159"
"ENSG00000243069.7|ARHGEF26-AS1"
"ENSG00000090054.13|SPTLC1"
"ENSG00000240764.3|PCDHGC5"
"ENSG00000130226.16|DPP6"
"ENSG00000107798.17|LIPA"
"ENSG00000203706.8|SERTAD4-AS1"
"ENSG00000158545.15|ZC3H18"
"ENSG00000114423.18|CBLB"
"ENSG00000134996.11|OSTF1"
"ENSG00000114779.19|ABHD14B"
"ENSG00000117266.15|CDK18"
"ENSG00000099139.13|PCSK5"
"ENSG00000112624.12|GLTSCR1L"
"ENSG00000197142.10|ACSL5"
"ENSG00000016402.13|IL20RA"
"ENSG00000177519.3|RPRM"
"ENSG00000228486.10|LINC01125"
"ENSG00000272724.1|OR7E47P"
"ENSG00000136297.14|MMD2"
"ENSG00000154781.15|CCDC174"
"ENSG00000159131.16|GART"
"ENSG00000155252.13|PI4K2A"
"ENSG00000145860.11|RNF145"
"ENSG00000160050.14|CCDC28B"
"ENSG00000118194.18|TNNT2"
"ENSG00000213689.10|TREX1"
"ENSG00000130313.6|PGLS"
"ENSG00000083223.17|ZCCHC6"
"ENSG00000179331.2|RAB39A"
"ENSG00000250838.1|RP11-501C14.5"
"ENSG00000177181.14|RIMKLA"
"ENSG00000186767.6|SPIN4"
"ENSG00000166448.14|TMEM130"
"ENSG00000233927.4|RPS28"
"ENSG00000068383.18|INPP5A"
"ENSG00000102053.12|ZC3H12B"
"ENSG00000144339.11|TMEFF2"
"ENSG00000122482.20|ZNF644"
"ENSG00000111737.11|RAB35"
"ENSG00000187164.18|SHTN1"
"ENSG00000225383.7|SFTA1P"
"ENSG00000178394.4|HTR1A"
"ENSG00000223561.6|AC003090.1"
"ENSG00000149761.8|NUDT22"
"ENSG00000081248.10|CACNA1S"
"ENSG00000182534.13|MXRA7"
"ENSG00000145425.9|RPS3A"
"ENSG00000126947.12|ARMCX1"
"ENSG00000028203.17|VEZT"
"ENSG00000253200.1|RP11-582J16.5"
"ENSG00000132005.8|RFX1"
"ENSG00000139780.7|METTL21C"
"ENSG00000204767.3|FAM196B"
"ENSG00000167074.14|TEF"
"ENSG00000227693.1|GSTM3P1"
"ENSG00000136383.6|ALPK3"
"ENSG00000271803.1|RP1-63M2.5"
"ENSG00000099308.10|MAST3"
"ENSG00000150201.14|FXYD4"
"ENSG00000230090.5|AC108025.2"
"ENSG00000077684.15|JADE1"
"ENSG00000134245.17|WNT2B"
"ENSG00000115484.14|CCT4"
"ENSG00000092199.17|HNRNPC"
"ENSG00000141577.13|CEP131"
"ENSG00000231889.7|TRAF3IP2-AS1"
"ENSG00000260837.1|RP11-434B12.1"
"ENSG00000064652.10|SNX24"
"ENSG00000260583.1|AP000223.42"
"ENSG00000047249.16|ATP6V1H"
"ENSG00000164303.10|ENPP6"
"ENSG00000165887.11|ANKRD2"
"ENSG00000167114.12|SLC27A4"
"ENSG00000082438.15|COBLL1"
"ENSG00000182916.7|TCEAL7"
"ENSG00000101290.13|CDS2"
"ENSG00000142609.17|CFAP74"
"ENSG00000174243.9|DDX23"
"ENSG00000173846.12|PLK3"
"ENSG00000152443.12|ZNF776"
"ENSG00000176208.8|ATAD5"
"ENSG00000111642.14|CHD4"
"ENSG00000168280.16|KIF5C"
"ENSG00000159217.9|IGF2BP1"
"ENSG00000139722.6|VPS37B"
"ENSG00000196139.13|AKR1C3"
"ENSG00000166478.9|ZNF143"
"ENSG00000129480.12|DTD2"
"ENSG00000263414.1|MIR3187"
"ENSG00000100325.14|ASCC2"
"ENSG00000136045.11|PWP1"
"ENSG00000107551.20|RASSF4"
"ENSG00000118263.14|KLF7"
"ENSG00000235217.6|TSPY26P"
"ENSG00000102302.7|FGD1"
"ENSG00000188910.7|GJB3"
"ENSG00000125746.15|EML2"
"ENSG00000168243.10|GNG4"
"ENSG00000109805.9|NCAPG"
"ENSG00000104549.11|SQLE"
"ENSG00000137815.14|RTF1"
"ENSG00000160310.16|PRMT2"
"ENSG00000223764.2|RP11-54O7.3"
"ENSG00000171867.16|PRNP"
"ENSG00000175906.4|ARL4D"
"ENSG00000185024.16|BRF1"
"ENSG00000102383.13|ZDHHC15"
"ENSG00000150051.13|MKX"
"ENSG00000132702.12|HAPLN2"
"ENSG00000182196.13|ARL6IP4"
"ENSG00000119138.4|KLF9"
"ENSG00000185340.15|GAS2L1"
"ENSG00000143622.10|RIT1"
"ENSG00000107338.9|SHB"
"ENSG00000163630.10|SYNPR"
"ENSG00000167553.14|TUBA1C"
"ENSG00000108960.7|MMD"
"ENSG00000205268.10|PDE7A"
"ENSG00000185716.11|C16orf52"
"ENSG00000144908.13|ALDH1L1"
"ENSG00000131368.7|MRPS25"
"ENSG00000257126.5|FOXG1-AS1"
"ENSG00000119042.16|SATB2"
"ENSG00000196214.10|ZNF766"
"ENSG00000196652.11|ZKSCAN5"
"ENSG00000168564.5|CDKN2AIP"
"ENSG00000124203.6|ZNF831"
"ENSG00000165259.13|HDX"
"ENSG00000182326.14|C1S"
"ENSG00000173825.6|TIGD3"
"ENSG00000069702.10|TGFBR3"
"ENSG00000278727.1|AC000403.4"
"ENSG00000170113.15|NIPA1"
"ENSG00000151025.9|GPR158"
"ENSG00000244045.11|TMEM199"
"ENSG00000108679.12|LGALS3BP"
"ENSG00000110987.8|BCL7A"
"ENSG00000110031.12|LPXN"
"ENSG00000163466.15|ARPC2"
"ENSG00000082153.17|BZW1"
"ENSG00000147676.13|MAL2"
"ENSG00000003147.17|ICA1"
"ENSG00000075142.13|SRI"
"ENSG00000147509.13|RGS20"
"ENSG00000105497.7|ZNF175"
"ENSG00000034239.10|EFCAB1"
"ENSG00000144580.13|CNOT9"
"ENSG00000143862.7|ARL8A"
"ENSG00000254726.2|MEX3A"
"ENSG00000184613.10|NELL2"
"ENSG00000099866.14|MADCAM1"
"ENSG00000250889.2|LINC01336"
"ENSG00000131473.16|ACLY"
"ENSG00000157601.13|MX1"
"ENSG00000196357.11|ZNF565"
"ENSG00000175426.10|PCSK1"
"ENSG00000253762.1|RP11-579E24.2"
"ENSG00000235118.7|AC010731.4"
"ENSG00000135723.13|FHOD1"
"ENSG00000129292.20|PHF20L1"
"ENSG00000156313.12|RPGR"
"ENSG00000171444.17|MCC"
"ENSG00000196591.11|HDAC2"
"ENSG00000170100.13|ZNF778"
"ENSG00000247315.3|ZCCHC3"
"ENSG00000269837.1|IPO5P1"
"ENSG00000131650.13|KREMEN2"
"ENSG00000226476.3|RP11-776H12.1"
"ENSG00000175445.14|LPL"
"ENSG00000004948.13|CALCR"
"ENSG00000107938.17|EDRF1"
"ENSG00000166228.8|PCBD1"
"ENSG00000172985.10|SH3RF3"
"ENSG00000198561.13|CTNND1"
"ENSG00000149091.15|DGKZ"
"ENSG00000121440.14|PDZRN3"
"ENSG00000160188.9|RSPH1"
"ENSG00000233593.8|RP4-665J23.1"
"ENSG00000244187.7|TMEM141"
"ENSG00000137766.16|UNC13C"
"ENSG00000154319.14|FAM167A"
"ENSG00000275074.1|NUDT18"
"ENSG00000226266.6|AC009961.3"
"ENSG00000281100.1|RP11-640L9.2"
"ENSG00000168116.13|KIAA1586"
"ENSG00000123094.15|RASSF8"
"ENSG00000163833.7|FBXO40"
"ENSG00000119777.18|TMEM214"
"ENSG00000108984.13|MAP2K6"
"ENSG00000131051.21|RBM39"
"ENSG00000241345.1|RP4-630C24.3"
"ENSG00000066735.14|KIF26A"
"ENSG00000204161.13|C10orf128"
"ENSG00000156471.12|PTDSS1"
"ENSG00000091482.5|SMPX"
"ENSG00000265972.5|TXNIP"
"ENSG00000196420.7|S100A5"
"ENSG00000171408.13|PDE7B"
"ENSG00000125107.17|CNOT1"
"ENSG00000180801.13|ARSJ"
"ENSG00000264834.1|MIR1273F"
"ENSG00000162512.15|SDC3"
"ENSG00000149742.9|SLC22A9"
"ENSG00000001167.14|NFYA"
"ENSG00000257913.2|RP11-386G11.5"
"ENSG00000162496.8|DHRS3"
"ENSG00000205181.5|LINC00654"
"ENSG00000116560.10|SFPQ"
"ENSG00000125848.9|FLRT3"
"ENSG00000159248.4|GJD2"
"ENSG00000141433.12|ADCYAP1"
"ENSG00000251621.1|AC009487.5"
"ENSG00000197385.5|ZNF860"
"ENSG00000101544.8|ADNP2"
"ENSG00000142082.14|SIRT3"
"ENSG00000250303.3|RP11-356J5.12"
"ENSG00000135439.11|AGAP2"
"ENSG00000170365.9|SMAD1"
"ENSG00000213593.9|TMX2"
"ENSG00000215039.6|CD27-AS1"
"ENSG00000230876.6|LINC00486"
"ENSG00000161021.11|MAML1"
"ENSG00000090932.10|DLL3"
"ENSG00000099617.3|EFNA2"
"ENSG00000106018.13|VIPR2"
"ENSG00000261659.2|LA16c-313D11.12"
"ENSG00000165714.10|BORCS5"
"ENSG00000241258.6|CRCP"
"ENSG00000143167.11|GPA33"
"ENSG00000100626.16|GALNT16"
"ENSG00000143179.13|UCK2"
"ENSG00000178773.14|CPNE7"
"ENSG00000152784.15|PRDM8"
"ENSG00000240225.10|ZNF542P"
"ENSG00000008083.13|JARID2"
"ENSG00000177465.4|ACOT4"
"ENSG00000044459.14|CNTLN"
"ENSG00000186417.13|GLDN"
"ENSG00000119457.7|SLC46A2"
"ENSG00000196208.13|GREB1"
"ENSG00000198889.4|DCAF12L1"
"ENSG00000232229.5|LINC00865"
"ENSG00000237233.2|TMEM26-AS1"
"ENSG00000163479.13|SSR2"
"ENSG00000171246.5|NPTX1"
"ENSG00000145358.6|DDIT4L"
"ENSG00000235859.5|AC006978.6"
"ENSG00000184363.9|PKP3"
"ENSG00000244513.6|CTD-2013N24.2"
"ENSG00000100335.13|MIEF1"
"ENSG00000141858.11|SAMD1"
"ENSG00000001617.11|SEMA3F"
"ENSG00000145242.13|EPHA5"
"ENSG00000103876.11|FAH"
"ENSG00000107882.11|SUFU"
"ENSG00000136381.12|IREB2"
"ENSG00000225968.7|ELFN1"
"ENSG00000101452.14|DHX35"
"ENSG00000089199.9|CHGB"
"ENSG00000129195.15|FAM64A"
"ENSG00000154309.8|DISP1"
"ENSG00000059915.16|PSD"
"ENSG00000116337.15|AMPD2"
"ENSG00000147434.8|CHRNA6"
"ENSG00000110713.15|NUP98"
"ENSG00000133818.13|RRAS2"
"ENSG00000205279.8|CTXN3"
"ENSG00000196646.11|ZNF136"
"ENSG00000143157.11|POGK"
"ENSG00000127452.8|FBXL12"
"ENSG00000164404.8|GDF9"
"ENSG00000079739.15|PGM1"
"ENSG00000141449.14|GREB1L"
"ENSG00000167695.14|FAM57A"
"ENSG00000073146.15|MOV10L1"
"ENSG00000122862.4|SRGN"
"ENSG00000020577.13|SAMD4A"
"ENSG00000187867.8|PALM3"
"ENSG00000166596.14|CFAP52"
"ENSG00000168216.10|LMBRD1"
"ENSG00000099330.8|OCEL1"
"ENSG00000108344.14|PSMD3"
"ENSG00000054356.13|PTPRN"
"ENSG00000076356.6|PLXNA2"
"ENSG00000139354.10|GAS2L3"
"ENSG00000048740.18|CELF2"
"ENSG00000135116.9|HRK"
"ENSG00000128694.11|OSGEPL1"
"ENSG00000120885.20|CLU"
"ENSG00000198944.5|SOWAHA"
"ENSG00000157349.16|DDX19B"
"ENSG00000169564.6|PCBP1"
"ENSG00000104888.9|SLC17A7"
"ENSG00000100888.12|CHD8"
"ENSG00000087494.15|PTHLH"
"ENSG00000265241.6|RBM8A"
"ENSG00000260788.5|RP11-298D21.1"
"ENSG00000259826.1|RP11-467D6.1"
"ENSG00000166484.19|MAPK7"
"ENSG00000170325.14|PRDM10"
"ENSG00000074317.10|SNCB"
"ENSG00000134758.13|RNF138"
"ENSG00000107021.15|TBC1D13"
"ENSG00000155974.11|GRIP1"
"ENSG00000149262.16|INTS4"
"ENSG00000165240.18|ATP7A"
"ENSG00000185985.8|SLITRK2"
"ENSG00000167216.16|KATNAL2"
"ENSG00000161681.15|SHANK1"
"ENSG00000139344.7|AMDHD1"
"ENSG00000176658.16|MYO1D"
"ENSG00000131969.14|ABHD12B"
"ENSG00000168765.15|GSTM4"
"ENSG00000130558.19|OLFM1"
"ENSG00000118579.12|MED28"
"ENSG00000144057.15|ST6GAL2"
"ENSG00000097033.14|SH3GLB1"
"ENSG00000077044.10|DGKD"
"ENSG00000155846.16|PPARGC1B"
"ENSG00000088205.12|DDX18"
"ENSG00000149269.9|PAK1"
"ENSG00000184226.14|PCDH9"
"ENSG00000169851.15|PCDH7"
"ENSG00000136875.12|PRPF4"
"ENSG00000166411.13|IDH3A"
"ENSG00000178662.15|CSRNP3"
"ENSG00000205937.11|RNPS1"
"ENSG00000228452.1|RP5-994D16.9"
"ENSG00000136280.15|CCM2"
"ENSG00000107954.10|NEURL1"
"ENSG00000132604.10|TERF2"
"ENSG00000077713.18|SLC25A43"
"ENSG00000182149.20|IST1"
"ENSG00000197948.10|FCHSD1"
"ENSG00000213024.11|NUP62"
"ENSG00000080819.6|CPOX"
"ENSG00000167193.7|CRK"
"ENSG00000119684.15|MLH3"
"ENSG00000163257.10|DCAF16"
"ENSG00000174521.7|TTC9B"
"ENSG00000130749.9|ZC3H4"
"ENSG00000170011.13|MYRIP"
"ENSG00000134597.14|RBMX2"
"ENSG00000112096.16|SOD2"
"ENSG00000274029.1|RP11-340F14.6"
"ENSG00000134243.11|SORT1"
"ENSG00000279427.1|RP11-132F7.2"
"ENSG00000102468.10|HTR2A"
"ENSG00000099284.13|H2AFY2"
"ENSG00000213424.8|KRT222"
"ENSG00000103194.15|USP10"
"ENSG00000135596.17|MICAL1"
"ENSG00000106144.19|CASP2"
"ENSG00000147647.12|DPYS"
"ENSG00000112561.17|TFEB"
"ENSG00000159231.5|CBR3"
"ENSG00000156463.17|SH3RF2"
"ENSG00000174498.13|IGDCC3"
"ENSG00000198783.5|ZNF830"
"ENSG00000232453.6|RP4-794H19.1"
"ENSG00000134769.21|DTNA"
"ENSG00000134313.14|KIDINS220"
"ENSG00000137494.13|ANKRD42"
"ENSG00000213977.7|TAX1BP3"
"ENSG00000101445.9|PPP1R16B"
"ENSG00000264985.2|RP11-449L23.2"
"ENSG00000183161.4|FANCF"
"ENSG00000070018.8|LRP6"
"ENSG00000055917.15|PUM2"
"ENSG00000147364.16|FBXO25"
"ENSG00000125485.17|DDX31"
"ENSG00000151690.14|MFSD6"
"ENSG00000108559.11|NUP88"
"ENSG00000159228.12|CBR1"
"ENSG00000268471.5|MIR4453"
"ENSG00000160584.15|SIK3"
"ENSG00000068745.14|IP6K2"
"ENSG00000119333.11|WDR34"
"ENSG00000114948.12|ADAM23"
"ENSG00000163320.10|CGGBP1"
"ENSG00000064199.6|SPA17"
"ENSG00000167526.13|RPL13"
"ENSG00000169964.6|TMEM42"
"ENSG00000139053.2|PDE6H"
"ENSG00000187446.11|CHP1"
"ENSG00000152454.3|ZNF256"
"ENSG00000228133.2|AC099684.1"
"ENSG00000156639.11|ZFAND3"
"ENSG00000173681.16|CXorf23"
"ENSG00000101162.3|TUBB1"
"ENSG00000174516.14|PELI3"
"ENSG00000092470.11|WDR76"
"ENSG00000204851.6|PNMAL2"
"ENSG00000113810.15|SMC4"
"ENSG00000163888.3|CAMK2N2"
"ENSG00000149136.8|SSRP1"
"ENSG00000101019.21|UQCC1"
"ENSG00000156983.15|BRPF1"
"ENSG00000243335.8|KCTD7"
"ENSG00000261325.1|AC140542.2"
"ENSG00000165023.6|DIRAS2"
"ENSG00000182541.17|LIMK2"
"ENSG00000198885.9|ITPRIPL1"
"ENSG00000173960.12|UBXN2A"
"ENSG00000149418.10|ST14"
"ENSG00000144410.4|CPO"
"ENSG00000141646.13|SMAD4"
"ENSG00000116604.17|MEF2D"
"ENSG00000167693.16|NXN"
"ENSG00000174989.12|FBXW8"
"ENSG00000137075.17|RNF38"
"ENSG00000009709.11|PAX7"
"ENSG00000104960.15|PTOV1"
"ENSG00000136950.13|ARPC5L"
"ENSG00000047597.5|XK"
"ENSG00000198728.10|LDB1"
"ENSG00000143842.14|SOX13"
"ENSG00000173218.14|VANGL1"
"ENSG00000060140.8|STYK1"
"ENSG00000105767.2|CADM4"
"ENSG00000196335.12|STK31"
"ENSG00000249436.1|CTD-2023N9.3"
"ENSG00000198890.7|PRMT6"
"ENSG00000123146.19|ADGRE5"
"ENSG00000128805.14|ARHGAP22"
"ENSG00000115524.15|SF3B1"
"ENSG00000140961.12|OSGIN1"
"ENSG00000148660.20|CAMK2G"
"ENSG00000109099.13|PMP22"
"ENSG00000139629.15|GALNT6"
"ENSG00000152128.13|TMEM163"
"ENSG00000225342.2|AC079630.4"
"ENSG00000277728.1|RP11-143K11.7"
"ENSG00000100749.7|VRK1"
"ENSG00000185760.15|KCNQ5"
"ENSG00000173950.15|XXYLT1"
"ENSG00000141503.15|MINK1"
"ENSG00000102316.16|MAGED2"
"ENSG00000154642.10|C21orf91"
"ENSG00000161835.10|GRASP"
"ENSG00000245248.7|USP2-AS1"
"ENSG00000141499.16|WRAP53"
"ENSG00000108468.14|CBX1"
"ENSG00000075461.5|CACNG4"
"ENSG00000255864.5|RP11-444D3.1"
"ENSG00000196549.10|MME"
"ENSG00000006194.9|ZNF263"
"ENSG00000135365.15|PHF21A"
"ENSG00000196407.11|THEM5"
"ENSG00000165392.9|WRN"
"ENSG00000119729.11|RHOQ"
"ENSG00000150760.12|DOCK1"
"ENSG00000137642.12|SORL1"
"ENSG00000135740.16|SLC9A5"
"ENSG00000114503.10|NCBP2"
"ENSG00000113140.10|SPARC"
"ENSG00000196557.11|CACNA1H"
"ENSG00000083544.13|TDRD3"
"ENSG00000162415.6|ZSWIM5"
"ENSG00000076604.14|TRAF4"
"ENSG00000146426.17|TIAM2"
"ENSG00000239306.4|RBM14"
"ENSG00000147246.9|HTR2C"
"ENSG00000138207.13|RBP4"
"ENSG00000090621.13|PABPC4"
"ENSG00000145022.4|TCTA"
"ENSG00000138413.13|IDH1"
"ENSG00000138378.17|STAT4"
"ENSG00000101413.11|RPRD1B"
"ENSG00000162873.14|KLHDC8A"
"ENSG00000159023.19|EPB41"
"ENSG00000063180.8|CA11"
"ENSG00000107165.12|TYRP1"
"ENSG00000198464.13|ZNF480"
"ENSG00000073921.17|PICALM"
"ENSG00000163082.9|SGPP2"
"ENSG00000103653.16|CSK"
"ENSG00000268095.1|ZNF649-AS1"
"ENSG00000010539.11|ZNF200"
"ENSG00000134326.11|CMPK2"
"ENSG00000257501.6|RP11-1016B18.1"
"ENSG00000130958.11|SLC35D2"
"ENSG00000172530.20|BANP"
"ENSG00000165115.14|KIF27"
"ENSG00000137601.15|NEK1"
"ENSG00000130054.4|FAM155B"
"ENSG00000134987.11|WDR36"
"ENSG00000240891.7|PLCXD2"
"ENSG00000133313.14|CNDP2"
"ENSG00000157426.13|AASDH"
"ENSG00000250156.3|CTC-498M16.2"
"ENSG00000030066.13|NUP160"
"ENSG00000255929.5|RP11-867G2.8"
"ENSG00000171798.17|KNDC1"
"ENSG00000137252.9|HCRTR2"
"ENSG00000136141.14|LRCH1"
"ENSG00000172889.15|EGFL7"
"ENSG00000108592.16|FTSJ3"
"ENSG00000215114.7|UBXN2B"
"ENSG00000180488.14|FAM73A"
"ENSG00000109084.13|TMEM97"
"ENSG00000166483.10|WEE1"
"ENSG00000221968.8|FADS3"
"ENSG00000139531.12|SUOX"
"ENSG00000106524.8|ANKMY2"
"ENSG00000141668.9|CBLN2"
"ENSG00000197860.9|SGTB"
"ENSG00000163399.15|ATP1A1"
"ENSG00000198842.9|DUSP27"
"ENSG00000173926.5|MARCH3"
"ENSG00000198363.16|ASPH"
"ENSG00000125741.4|OPA3"
"ENSG00000160703.15|NLRX1"
"ENSG00000112320.11|SOBP"
"ENSG00000100056.11|DGCR14"
"ENSG00000108231.12|LGI1"
"ENSG00000213762.11|ZNF134"
"ENSG00000102710.19|SUPT20H"
"ENSG00000265763.3|ZNF488"
"ENSG00000166261.10|ZNF202"
"ENSG00000235033.7|RP11-61I13.3"
"ENSG00000186468.12|RPS23"
